year,bowler,economy,bowling_strike_rate,bowling_average,per_matches_played,per_balls_faced,per_out,per_runs,per_extras,F,run_1,out_1,str_rate1,bowl_avg1,eco_1,ext,bf,RFM_Segment_Concat,cluster
2008,P Kumar,7.672473867595817,22.07692307692308,28.23076923076923,93.33333333333331,16.962174940898343,19.402985074626862,17.270588235294117,15.483870967741936,4,4,4,3,3,3,4,4,44434,8
2009,P Kumar,7.3076923076923075,19.5,23.75,81.25,16.317991631799163,18.181818181818183,17.375400091449475,16.27906976744186,4,4,4,3,3,2,4,4,44424,8
2010,P Kumar,7.211538461538463,22.285714285714285,26.785714285714285,60.86956521739131,11.016949152542374,10.218978102189784,11.088113542282672,19.78609625668449,3,3,3,3,3,2,4,3,33324,6
2011,P Kumar,7.028089887640449,27.384615384615387,32.07692307692308,94.44444444444444,17.123617123617123,12.621359223300969,16.144018583042975,16.470588235294116,4,4,3,4,4,2,4,4,44324,8
2012,P Kumar,6.5662921348314605,31.785714285714285,34.785714285714285,63.33333333333333,12.475469582282027,7.4074074074074066,11.216029479502533,17.475728155339805,3,3,3,4,4,2,4,3,33324,6
2013,P Kumar,6.016949152542372,27.23076923076923,27.30769230769231,93.75,18.4375,15.853658536585364,15.454941227688293,32.5,4,4,4,4,3,1,4,4,44414,8
2014,P Kumar,6.328767123287673,18.25,19.25,20.0,4.030922142462726,5.479452054794519,3.466906798739307,3.2,1,1,2,3,2,1,2,2,11212,2
2015,P Kumar,8.217391304347826,32.857142857142854,45.0,85.71428571428571,14.677728142948311,8.860759493670884,15.609514370664025,21.296296296296298,4,4,3,4,4,3,4,4,44334,8
2016,P Kumar,7.2037617554858935,31.9,38.3,100.0,16.745406824146983,12.345679012345679,15.265045834994021,25.510204081632647,4,4,3,4,4,2,4,4,44324,8
2017,P Kumar,7.777777777777778,18.0,23.33333333333333,42.857142857142854,6.1224489795918355,7.792207792207793,5.54675118858954,13.861386138613865,2,2,3,3,3,3,4,2,22334,4
2008,Z Khan,8.069767441860465,17.2,23.13333333333333,78.57142857142857,15.89648798521257,22.72727272727273,16.902094495859718,14.473684210526313,3,4,4,3,3,3,4,4,34434,7
2009,Z Khan,6.6378737541528245,18.8125,20.8125,60.86956521739131,10.819554277498202,11.764705882352938,10.534640936412528,9.411764705882351,3,3,3,3,3,2,3,3,33323,6
2010,Z Khan,7.796703296703298,18.2,23.65,73.91304347826086,13.084112149532707,13.888888888888891,14.429530201342285,10.152284263959393,3,4,4,3,3,3,3,3,34433,7
2011,Z Khan,6.9490616621983925,24.86666666666667,28.8,93.75,19.177377892030847,17.24137931034483,18.29733163913596,21.85430463576159,4,4,4,4,3,2,4,4,44424,8
2012,Z Khan,6.9559748427672945,18.346153846153847,21.26923076923077,68.96551724137932,13.714778608395633,14.054054054054054,12.494351558969724,22.09302325581395,3,3,4,3,3,2,4,4,33424,6
2013,Z Khan,7.105263157894738,7.6,9.0,13.333333333333336,2.0277481323372464,4.716981132075472,1.9421665947345708,1.7857142857142856,1,1,2,1,1,2,1,1,11221,2
2014,Z Khan,6.173913043478262,23.0,23.66666666666667,40.0,7.620099392600774,8.21917808219178,6.3935164340387205,11.2,2,2,3,3,3,1,3,3,22313,4
2015,Z Khan,5.612903225806452,19.375,18.125,50.0,10.032362459546926,10.810810810810812,7.7209797657082,14.000000000000002,2,3,3,3,2,1,4,3,23314,5
2016,Z Khan,7.173431734317343,22.58333333333333,27.0,85.71428571428571,16.832298136645967,15.584415584415586,16.19190404797601,16.037735849056602,4,4,4,3,3,2,4,4,44424,8
2017,Z Khan,7.512195121951219,20.5,25.66666666666667,78.57142857142857,15.203955500618047,15.18987341772152,14.412728123537667,12.711864406779661,3,4,4,3,3,3,4,4,34434,7
2006,Z Khan,3.0,13.0,6.5,100.0,20.8,22.222222222222218,11.50442477876106,23.07692307692308,4,3,4,2,1,1,4,4,43414,8
2008,AA Noffke,7.102040816326531,24.5,29.0,12.5,2.7374301675977653,2.5316455696202533,2.6232473993668024,3.5294117647058822,1,1,2,4,3,2,2,1,11222,2
2007,AA Noffke,4.636363636363637,5.5,4.25,11.111111111111109,2.001819836214741,6.25,1.4225941422594142,1.0101010101010102,1,1,2,1,1,1,1,1,11211,1
2008,JH Kallis,8.587677725118484,52.75,75.5,78.57142857142857,13.000616142945164,6.0606060606060606,14.710180224062347,13.157894736842106,3,4,2,4,4,3,4,3,34234,7
2009,JH Kallis,7.002695417789758,37.1,43.3,71.42857142857143,11.03181683021112,5.6818181818181825,11.229253112033195,15.277777777777779,3,3,2,4,4,2,4,3,33224,6
2010,JH Kallis,7.546255506607928,26.705882352941174,33.588235294117645,77.7777777777778,13.600958657878971,9.604519774011301,14.943732007327926,10.227272727272727,3,4,3,4,4,3,3,4,34333,7
2011,JH Kallis,6.56,16.666666666666668,18.222222222222218,60.0,8.47457627118644,10.227272727272727,8.384458077709613,5.172413793103448,3,3,3,2,2,2,2,3,33322,6
2012,JH Kallis,6.9112149532710285,17.833333333333332,20.541666666666668,71.875,12.049549549549551,12.903225806451614,12.599028878098645,10.931174089068826,3,3,3,3,3,2,3,3,33323,6
2013,JH Kallis,6.984802431610942,17.315789473684212,20.157894736842106,93.75,17.117585848074924,19.587628865979386,17.26002703920685,24.74226804123711,4,4,4,3,2,2,4,4,44424,8
2014,JH Kallis,8.195876288659793,38.8,53.0,29.72972972972973,4.1729404172940425,2.202643171806168,4.720342002137514,2.7439024390243905,2,2,2,4,4,3,2,2,22232,4
2015,JH Kallis,6.2926829268292686,20.5,21.5,83.33333333333334,12.641315519013359,10.084033613445378,11.461572634384718,9.0,4,3,3,3,3,1,3,3,43313,8
2016,JH Kallis,7.1818181818181825,33.0,39.5,40.0,5.477178423236515,3.278688524590164,4.840686274509804,0.0,2,2,2,4,4,2,1,2,22221,4
2006,JH Kallis,17.0,0.0,0.0,33.33333333333333,1.6,0.0,3.393213572854292,0.0,2,1,1,1,1,4,1,1,21141,3
2008,SB Joshi,8.945454545454545,55.0,82.0,28.57142857142857,3.3887861983980283,1.5151515151515151,3.9941548952752073,0.0,2,2,1,4,4,4,1,2,22141,4
2008,CL White,11.2,0.0,0.0,12.5,0.8379888268156425,0.0,1.2663952962460423,3.5294117647058822,1,1,1,1,1,4,2,1,11142,1
2010,CL White,15.428571428571427,0.0,0.0,6.25,0.3540718259989884,0.0,0.7643312101910829,0.641025641025641,1,1,1,1,1,4,1,1,11141,1
2012,CL White,7.384615384615384,39.0,48.0,11.428571428571427,0.929013816102906,0.4672897196261682,0.9588493807431082,1.1583011583011582,1,1,1,4,4,2,1,1,11121,1
2013,CL White,9.0,18.0,27.0,14.285714285714285,0.7296311309282529,0.7299270072992701,0.9796806966618288,0.0,1,1,1,3,3,4,1,1,11141,1
2007,CL White,5.5,12.0,11.0,11.111111111111109,1.0919017288444042,1.5625,0.9205020920502092,0.0,1,1,1,2,1,1,1,1,11111,1
2009,CL White,4.285714285714286,0.0,0.0,11.111111111111109,0.7360672975814931,0.0,0.4488330341113106,1.0989010989010992,1,1,1,1,1,1,1,1,11111,1
2014,CL White,7.0,12.0,14.0,7.6923076923076925,0.7957559681697612,1.2195121951219512,0.8293838862559242,0.0,1,1,1,2,2,2,1,1,11121,1
2008,AB Dinda,6.0,22.272727272727273,22.272727272727273,92.30769230769229,18.14814814814815,15.714285714285715,15.644955300127714,13.815789473684212,4,4,4,3,3,1,4,4,44414,8
2009,AB Dinda,7.892857142857142,24.0,31.57142857142857,40.90909090909091,6.342015855039638,6.481481481481482,6.910569105691057,3.5874439461883414,2,2,2,4,4,3,2,2,22232,4
2010,AB Dinda,5.904761904761906,11.8125,11.625,42.857142857142854,7.535885167464116,13.79310344827586,5.959628324255045,8.527131782945737,2,2,4,2,2,1,3,3,22413,4
2011,AB Dinda,8.018691588785048,21.4,28.6,35.714285714285715,6.617192331478046,7.142857142857142,7.132169576059852,12.598425196850393,2,2,3,3,3,3,4,2,22334,4
2012,AB Dinda,7.018050541516246,12.590909090909092,14.727272727272727,43.33333333333334,7.822648969217735,12.571428571428573,7.480951281459247,10.752688172043008,2,2,3,2,2,2,3,3,22323,4
2013,AB Dinda,8.980263157894738,16.88888888888889,25.277777777777782,81.25,15.800415800415802,21.686746987951807,18.934665002080735,9.482758620689657,4,4,4,2,3,4,3,4,44443,8
2014,AB Dinda,7.907692307692307,39.0,51.4,64.28571428571429,11.627906976744184,6.849315068493151,12.67883571780957,10.294117647058822,3,3,3,4,4,3,3,3,33333,6
2015,AB Dinda,10.727272727272727,0.0,0.0,12.5,1.8922018348623852,0.0,2.6175687666370897,3.0769230769230766,1,1,1,1,1,4,2,1,11142,1
2016,AB Dinda,6.9375,14.769230769230768,17.076923076923073,64.28571428571429,11.888544891640866,17.105263157894736,11.072319201995013,12.962962962962964,3,3,4,2,2,2,4,3,33424,6
2017,AB Dinda,10.523076923076925,32.5,57.0,18.75,3.3713692946058087,1.7699115044247788,4.903225806451613,6.306306306306306,1,2,1,4,4,4,3,2,12143,2
2008,I Sharma,6.872727272727272,39.285714285714285,45.0,100.0,19.379844961240316,9.859154929577462,19.230769230769234,26.451612903225808,4,4,3,4,4,2,4,4,44324,8
2009,I Sharma,6.981132075471697,28.058823529411764,32.64705882352941,61.764705882352935,10.880474452554743,8.5,11.029411764705882,12.893982808022926,3,3,3,4,4,2,4,3,33324,6
2010,I Sharma,8.4375,22.857142857142854,32.142857142857146,50.0,9.67937084089534,9.58904109589041,10.744985673352435,17.346938775510207,2,3,3,3,4,3,4,3,23334,5
2011,I Sharma,6.61090909090909,25.0,27.54545454545455,85.71428571428571,16.417910447761194,13.095238095238097,15.797705943691346,17.647058823529417,4,4,4,4,3,2,4,4,44424,8
2013,I Sharma,7.522613065326634,24.875,31.1875,54.838709677419345,10.166028097062581,7.4074074074074066,10.79152249134948,11.059907834101384,3,3,3,4,4,3,3,3,33333,6
2014,I Sharma,8.735294117647058,22.66666666666667,33.0,21.428571428571427,4.1038020519010265,3.947368421052632,4.591836734693878,2.469135802469136,1,2,2,3,4,4,2,2,12242,2
2015,I Sharma,10.382022471910114,89.0,154.0,28.57142857142857,5.679642629227824,1.2658227848101269,7.631318136769079,6.481481481481482,2,2,1,4,4,4,3,2,22143,4
2016,I Sharma,8.350515463917525,32.333333333333336,45.0,28.57142857142857,6.006191950464396,3.947368421052632,6.733167082294264,14.814814814814813,2,2,2,4,4,3,4,2,22234,4
2017,I Sharma,9.052631578947368,0.0,0.0,42.857142857142854,7.0588235294117645,0.0,8.044901777362021,19.78021978021978,2,3,1,1,1,4,4,2,23144,5
2019,I Sharma,7.094736842105262,20.357142857142858,24.07142857142857,86.66666666666669,15.548281505728314,13.725490196078432,14.937943262411348,24.54545454545455,4,4,4,3,3,2,4,4,44424,8
2020,I Sharma,7.199999999999998,0.0,0.0,5.882352941176469,0.9161704076958316,0.0,0.8462623413258108,1.6528925619834711,1,1,1,1,1,2,1,1,11121,1
2021,I Sharma,8.083333333333334,72.0,97.0,37.5,6.563354603463992,1.818181818181818,6.802244039270687,1.8867924528301887,2,2,1,4,4,3,2,2,22132,4
2012,I Sharma,6.6,25.0,27.5,14.285714285714285,3.056234718826406,2.083333333333333,2.721425037110341,2.7777777777777777,1,1,2,4,3,2,2,1,11222,2
2008,AB Agarkar,6.9642857142857135,21.0,24.375,69.23076923076923,12.444444444444445,11.428571428571427,12.452107279693484,10.526315789473683,3,3,3,3,3,2,3,3,33323,6
2009,AB Agarkar,8.14070351758794,24.875,33.75,45.83333333333333,6.283549100094726,5.517241379310344,7.661748013620884,9.465020576131687,2,3,2,4,4,3,3,2,23233,5
2010,AB Agarkar,8.779411764705884,34.0,49.75,50.0,8.22746521476104,5.479452054794519,9.503342884431712,8.16326530612245,2,3,2,4,4,4,3,3,23243,5
2011,AB Agarkar,8.378048780487807,18.222222222222218,25.444444444444446,50.0,10.142238713667286,12.857142857142856,11.4214463840399,5.511811023622046,2,3,3,3,3,3,2,3,23332,5
2012,AB Agarkar,8.666666666666666,22.5,32.5,22.222222222222218,4.219409282700422,3.96039603960396,4.937333839726548,3.571428571428571,1,2,2,3,4,4,2,2,12242,2
2013,AB Agarkar,8.476190476190476,0.0,0.0,25.0,3.126550868486353,0.0,3.593056116269681,3.603603603603604,1,2,1,1,1,3,2,1,12132,2
2006,AB Agarkar,4.0,7.5,5.0,100.0,12.0,22.222222222222218,8.849557522123892,0.0,4,3,4,1,1,1,1,3,43411,8
2007,AB Agarkar,9.375,48.0,75.0,28.57142857142857,5.466970387243736,1.851851851851852,7.1360608943863,0.0,2,2,1,4,4,4,1,2,22141,4
2008,SC Ganguly,6.297520661157025,17.285714285714285,18.142857142857142,53.846153846153854,8.962962962962962,10.0,8.109833971902939,3.2894736842105265,3,3,3,3,2,1,2,3,33312,6
2009,SC Ganguly,7.89041095890411,36.5,48.0,25.0,2.3050205241553523,1.3793103448275863,2.724177071509648,0.8230452674897121,1,1,1,4,4,3,1,1,11131,1
2010,SC Ganguly,10.08,0.0,0.0,21.428571428571427,1.5124016938898972,0.0,2.005730659025788,1.020408163265306,1,1,1,1,1,4,1,1,11141,1
2012,SC Ganguly,9.245901639344263,20.33333333333333,31.33333333333333,25.0,3.202099737532808,3.79746835443038,4.069264069264069,2.631578947368421,1,2,2,3,4,4,2,1,12242,2
2008,LR Shukla,8.692307692307693,13.0,18.83333333333333,69.23076923076923,5.777777777777778,8.571428571428571,7.215836526181352,8.552631578947368,3,2,3,2,2,4,3,2,32343,6
2009,LR Shukla,6.477272727272728,17.6,19.0,41.66666666666667,6.145251396648043,9.433962264150944,5.621301775147929,5.982905982905983,2,2,3,3,2,2,2,2,22322,4
2010,LR Shukla,8.833333333333334,24.0,35.333333333333336,28.57142857142857,4.355716878402904,4.10958904109589,5.062082139446036,2.0408163265306123,2,2,2,4,4,4,2,2,22242,4
2012,LR Shukla,6.0,12.0,12.0,11.764705882352938,0.5896805896805897,0.9345794392523364,0.5345211581291759,0.0,1,1,1,2,2,1,1,1,11111,1
2013,LR Shukla,7.333333333333332,18.0,22.0,12.5,0.9365244536940688,1.0309278350515465,0.9914375844975214,0.0,1,1,1,3,3,2,1,1,11121,1
2014,LR Shukla,8.379310344827587,58.0,81.0,35.714285714285715,3.7060702875399363,1.6666666666666667,3.9647577092511015,4.964539007092199,2,2,1,4,4,3,2,2,22132,4
2008,GD McGrath,6.419452887537995,23.5,25.142857142857146,100.0,19.819277108433734,14.583333333333336,16.72209026128266,11.864406779661017,4,4,4,3,3,2,3,4,44423,8
2005,GD McGrath,9.551020408163266,9.8,15.6,100.0,19.838056680161944,27.777777777777782,22.87390029325513,12.5,4,4,4,1,2,4,3,4,44443,8
2008,B Geeves,11.020408163265307,24.5,45.0,14.285714285714285,2.9518072289156625,2.083333333333333,4.275534441805227,0.8474576271186439,1,2,2,4,4,4,1,1,12241,2
2009,B Geeves,9.714285714285714,10.5,17.0,11.111111111111109,2.2082018927444795,4.651162790697675,3.0520646319569122,1.0989010989010992,1,1,2,1,2,4,1,1,11241,2
2008,MF Maharoof,6.064981949458484,12.590909090909092,12.727272727272727,75.0,14.510214772132008,20.0,11.879507848960545,14.388489208633091,3,3,4,2,2,1,4,4,33414,6
2009,MF Maharoof,5.363636363636363,16.5,14.75,20.0,3.658536585365853,3.7735849056603774,2.9397110114598903,5.298013245033113,1,1,2,2,2,1,2,2,11212,2
2010,MF Maharoof,7.932885906040269,14.9,19.7,50.0,8.698190309398715,10.416666666666668,9.595713589868485,11.50442477876106,2,3,3,2,2,3,3,3,23333,5
2006,MF Maharoof,7.909090909090909,44.0,58.0,66.66666666666666,12.154696132596685,5.5555555555555545,14.285714285714285,6.0606060606060606,3,4,2,4,4,3,3,3,34233,7
2007,MF Maharoof,8.709677419354838,31.0,45.0,40.0,5.8270676691729335,3.125,7.772020725388602,10.638297872340424,2,3,2,4,4,4,3,2,23243,5
2016,MF Maharoof,6.63157894736842,0.0,0.0,6.25,1.0456796917996698,0.0,0.9251101321585904,4.761904761904762,1,1,1,1,1,2,2,1,11122,1
2008,R Bhatia,8.059701492537314,14.888888888888891,20.0,64.28571428571429,8.072289156626505,9.375,8.551068883610451,4.23728813559322,3,3,3,2,2,3,2,3,33332,6
2009,R Bhatia,6.406015037593986,12.090909090909092,12.909090909090908,46.66666666666666,7.372505543237251,10.377358490566039,7.075236671649227,7.284768211920531,2,2,3,2,2,1,3,2,22313,4
2010,R Bhatia,7.959183673469387,32.666666666666664,43.33333333333334,35.714285714285715,5.720957384705197,3.125,6.3321967851924015,5.3097345132743365,2,2,2,4,4,3,2,2,22232,4
2011,R Bhatia,6.309278350515464,19.4,20.4,80.0,10.96045197740113,11.363636363636365,10.429447852760736,7.758620689655173,3,3,3,3,3,1,3,3,33313,6
2012,R Bhatia,7.151702786377709,19.0,22.64705882352941,94.11764705882351,15.872235872235873,15.887850467289717,17.14922048997773,12.396694214876034,4,4,4,3,3,2,3,4,44423,8
2013,R Bhatia,7.375939849624059,24.181818181818183,29.72727272727273,93.75,13.839750260145678,11.340206185567009,14.73636773321316,7.216494845360824,4,4,3,4,4,2,3,4,44323,8
2014,R Bhatia,7.2155172413793105,17.846153846153847,21.46153846153846,85.71428571428571,12.960893854748605,14.606741573033707,12.786434463794684,5.970149253731343,4,3,4,3,3,2,2,3,43422,8
2015,R Bhatia,9.2,0.0,0.0,15.384615384615385,1.733102253032929,0.0,2.0600089565606807,0.7142857142857143,1,1,1,1,1,4,1,1,11141,1
2016,R Bhatia,6.9230769230769225,34.666666666666664,40.0,71.42857142857143,12.879256965944274,7.894736842105262,11.970074812967582,8.333333333333332,3,3,3,4,4,2,3,3,33323,6
2017,R Bhatia,7.395348837209302,21.5,26.5,18.75,2.230290456431536,1.7699115044247788,2.2795698924731185,1.8018018018018016,1,1,1,3,3,2,1,1,11121,1
2008,DL Vettori,5.606557377049182,17.428571428571427,16.285714285714285,26.315789473684212,5.126050420168067,5.185185185185184,3.7389307969826175,1.3986013986013983,2,2,2,3,2,1,1,2,22211,4
2009,DL Vettori,6.2516129032258085,16.315789473684212,17.0,51.851851851851855,9.900990099009901,10.16042780748663,8.944890612018831,8.585858585858585,3,3,3,2,2,1,3,3,33313,6
2010,DL Vettori,5.677852348993289,27.09090909090909,25.63636363636364,48.148148148148145,8.946262383668568,5.7591623036649215,7.221510883482714,3.883495145631068,2,2,2,4,3,1,2,3,22212,4
2011,DL Vettori,5.9423076923076925,24.0,23.76923076923077,81.25,16.041131105398456,14.942528735632186,13.087674714104194,3.9735099337748343,4,4,4,4,3,1,2,4,44412,8
2012,DL Vettori,6.53125,42.66666666666666,46.444444444444436,42.105263157894726,8.512524939037908,4.30622009569378,7.183364839319471,6.9230769230769225,2,2,2,4,4,2,3,3,22223,4
2013,DL Vettori,5.917808219178082,18.25,18.0,50.0,9.864864864864863,10.0,7.59493670886076,3.8461538461538463,2,2,3,3,2,1,2,3,22312,4
2014,DL Vettori,5.860103626943006,29.69230769230769,29.0,62.96296296296296,11.957868649318463,7.428571428571429,10.137133638074749,9.693877551020408,3,3,3,4,3,1,3,3,33313,6
2015,DL Vettori,6.7333333333333325,67.5,75.75,60.0,11.363636363636365,4.2105263157894735,10.222672064777328,2.824858757062147,3,3,2,4,4,2,2,3,33222,6
2007,DL Vettori,5.440414507772021,13.785714285714285,12.5,100.0,20.423280423280424,27.450980392156865,15.138408304498267,8.695652173913043,4,4,4,2,2,1,3,4,44413,8
2008,MM Patel,7.392857142857142,21.0,25.875,93.75,17.69352290679305,14.678899082568808,18.181818181818183,7.142857142857142,4,4,4,3,3,2,3,4,44423,8
2009,MM Patel,6.357798165137615,12.111111111111109,12.833333333333336,84.61538461538461,12.56484149855908,19.565217391304348,12.595419847328243,11.111111111111109,4,3,4,2,2,1,3,3,43413,8
2010,MM Patel,9.076923076923077,15.6,23.6,28.57142857142857,4.811844540407156,6.25,5.603038936372269,0.0,2,2,2,2,3,4,1,2,22241,4
2011,MM Patel,6.802056555269925,14.961538461538463,16.96153846153846,90.0,16.344537815126053,20.8,16.510670160988393,11.979166666666668,4,4,4,2,2,2,3,4,44423,8
2012,MM Patel,7.479166666666668,16.941176470588232,21.11764705882353,70.58823529411767,13.89290882778582,16.037735849056602,15.027208036835495,10.638297872340424,3,4,4,2,3,3,3,4,34433,7
2013,MM Patel,8.967032967032967,30.33333333333333,45.33333333333334,21.052631578947366,3.9755351681957194,2.4390243902439024,5.101275318829708,1.2048192771084338,1,2,2,4,4,4,1,2,12241,2
2017,MM Patel,8.142857142857142,42.0,57.0,14.285714285714285,2.380952380952381,1.2987012987012987,2.2583201267828845,0.99009900990099,1,1,1,4,4,3,1,1,11131,1
2008,SR Watson,6.403361344537816,16.227272727272727,17.318181818181817,88.8888888888889,17.27976766698935,18.032786885245898,15.64681724845996,21.527777777777782,4,4,4,2,2,1,4,4,44414,8
2010,SR Watson,7.841772151898733,18.58823529411765,24.294117647058826,57.14285714285714,9.616555082166768,8.808290155440414,10.614237985093807,7.03125,3,3,3,3,3,3,3,3,33333,6
2011,SR Watson,6.111801242236026,20.125,20.5,73.68421052631578,14.623069936421436,15.533980582524268,12.63482280431433,16.7741935483871,3,3,4,3,3,1,4,4,33414,6
2012,SR Watson,6.171021377672209,17.541666666666668,18.041666666666668,39.58333333333333,6.801292407108238,7.5,6.179534750963322,7.1599045346062065,2,2,3,3,2,1,3,2,22313,4
2013,SR Watson,7.310126582278483,18.58823529411765,22.64705882352941,66.66666666666666,10.84420041180508,11.971830985915492,10.99685804055984,13.452914798206278,3,3,3,3,3,2,4,3,33324,6
2014,SR Watson,7.199999999999998,22.272727272727273,26.72727272727273,59.25925925925925,7.4287446937537895,6.432748538011697,7.596899224806203,12.12121212121212,3,2,2,3,3,2,3,2,32223,6
2015,SR Watson,8.119266055045872,27.25,36.875,36.36363636363637,5.283567619970916,3.72093023255814,5.577613915674042,7.81758957654723,2,2,2,4,4,3,3,2,22233,4
2016,SR Watson,7.46749226006192,18.634615384615387,23.19230769230769,79.3103448275862,13.82705479452055,14.689265536723163,13.397022883803599,13.742071881606766,3,4,4,3,3,3,4,4,34434,7
2017,SR Watson,8.3375,17.142857142857142,23.82142857142857,63.414634146341456,10.280573998714928,11.618257261410788,11.511908871246115,7.671232876712329,3,3,3,3,3,3,3,3,33333,6
2018,SR Watson,7.834008097165992,22.454545454545453,29.318181818181817,70.27027027027027,11.068787810889537,10.185185185185183,11.383692199082244,10.9375,3,3,3,3,3,3,3,3,33333,6
2006,SR Watson,10.736842105263158,19.0,34.0,50.0,8.050847457627118,7.142857142857142,11.447811447811446,11.111111111111109,2,3,3,3,4,4,3,3,23343,5
2007,SR Watson,5.142857142857143,21.0,18.0,11.111111111111109,1.9108280254777068,1.5625,1.5062761506276148,2.0202020202020203,1,1,1,3,2,1,2,1,11112,1
2009,SR Watson,8.639999999999999,0.0,0.0,22.222222222222218,2.6288117770767614,0.0,3.231597845601436,1.0989010989010992,1,1,1,1,1,3,1,1,11131,1
2019,SR Watson,10.0,3.0,5.0,8.333333333333332,0.41465100207325506,2.5974025974025974,0.5743825387708213,0.0,1,1,2,1,1,4,1,1,11241,2
2008,SK Trivedi,7.72,20.0,25.73333333333333,93.75,15.797788309636653,13.761467889908257,16.952129995608257,16.666666666666664,4,4,4,3,3,3,4,4,44434,8
2009,SK Trivedi,7.268292682926829,20.5,24.83333333333333,53.846153846153854,7.089337175792505,6.521739130434782,8.12431842966194,2.380952380952381,3,3,2,3,3,2,2,2,33222,6
2010,SK Trivedi,7.0183486238532105,16.76923076923077,19.615384615384613,71.42857142857143,13.448488587291793,16.25,12.108262108262107,9.322033898305083,3,3,4,2,2,2,3,4,33423,6
2011,SK Trivedi,7.821428571428571,17.23076923076923,22.461538461538463,92.30769230769229,15.342465753424658,20.967741935483872,17.126099706744867,15.625,4,4,4,3,3,3,4,4,44434,8
2012,SK Trivedi,6.62962962962963,23.142857142857146,25.57142857142857,87.5,16.866215512753772,15.217391304347828,15.904042647712126,19.205298013245034,4,4,4,3,3,2,4,4,44424,8
2013,SK Trivedi,6.521739130434782,30.66666666666667,33.333333333333336,94.44444444444444,16.872994039431454,10.714285714285714,16.293279022403258,14.534883720930235,4,4,3,4,4,2,4,4,44324,8
2008,SK Warne,7.429467084639499,15.95,19.75,93.75,16.798314902580305,18.348623853211013,17.347386912604307,11.111111111111109,4,4,4,2,2,2,3,4,44423,8
2009,SK Warne,6.6709265175718855,22.357142857142854,24.857142857142854,100.0,18.040345821325648,15.217391304347828,18.974918211559434,16.666666666666664,4,4,4,3,3,2,4,4,44424,8
2010,SK Warne,7.3770491803278695,25.41666666666667,31.25,100.0,18.815545959284393,15.0,17.806267806267805,11.864406779661017,4,4,4,4,4,2,3,4,44423,8
2011,SK Warne,6.208092485549133,20.352941176470583,21.058823529411768,93.75,18.95890410958904,20.73170731707317,16.444648598989435,7.079646017699115,4,4,4,3,3,1,3,4,44413,8
2012,SK Warne,7.372549019607844,30.6,37.6,87.5,16.24203821656051,8.928571428571429,16.952209197475206,6.25,4,4,3,4,4,2,3,4,44323,8
2013,SK Warne,5.52,25.0,23.0,20.0,4.545454545454546,2.9411764705882346,3.571428571428571,3.125,1,2,2,4,3,1,2,2,12212,2
2008,YK Pathan,8.082352941176469,17.0,22.9,81.25,8.952080042127434,9.174311926605503,10.057092665788318,3.1746031746031744,4,3,3,2,3,3,2,3,43332,8
2009,YK Pathan,7.237822349570202,24.92857142857143,30.07142857142857,73.91304347826086,11.82249322493225,9.523809523809524,12.597247157390786,12.06896551724138,3,3,3,4,4,2,3,3,33323,6
2010,YK Pathan,7.111111111111112,32.4,38.4,80.95238095238095,13.085621970920839,8.130081300813007,12.256623045004787,14.093959731543624,4,3,3,4,4,2,4,3,43324,8
2011,YK Pathan,6.119601328903655,18.8125,19.1875,89.47368421052632,13.359964491788723,14.545454545454545,12.289831865492394,10.389610389610391,4,3,4,3,2,1,3,4,43413,8
2012,YK Pathan,7.636363636363638,35.75,45.5,41.935483870967744,3.895396349768456,1.9704433497536944,4.26629160806376,5.699481865284973,2,2,1,4,4,3,2,2,22132,4
2013,YK Pathan,7.854545454545455,55.0,72.0,31.25,2.8616024973985428,1.0309278350515465,3.2447048219918884,2.061855670103093,2,1,1,4,4,3,2,1,21132,3
2014,YK Pathan,10.0,0.0,0.0,6.666666666666668,0.3294892915980231,0.0,0.4599816007359706,0.0,1,1,1,1,1,4,1,1,11141,1
2015,YK Pathan,9.7,30.0,48.5,38.46153846153847,3.883495145631068,2.5316455696202533,4.938900203665988,2.564102564102564,2,2,2,4,4,4,2,2,22242,4
2016,YK Pathan,4.894736842105264,38.0,31.0,26.66666666666667,2.1701884637350086,1.0638297872340423,1.409731696225557,1.639344262295082,2,1,1,4,4,1,1,1,21111,3
2017,YK Pathan,10.25,24.0,41.0,25.0,1.2813667912439934,1.0416666666666663,1.7026578073089702,0.0,1,1,1,4,4,4,1,1,11141,1
2018,YK Pathan,7.0,12.0,14.0,5.882352941176469,0.5859375,0.9523809523809524,0.5390835579514826,0.0,1,1,1,2,2,2,1,1,11121,1
2019,YK Pathan,8.0,0.0,0.0,7.142857142857142,0.34944670937682004,0.0,0.3778932451582428,0.0,1,1,1,1,1,3,1,1,11131,1
2007,YK Pathan,5.0,0.0,0.0,14.285714285714285,0.683371298405467,0.0,0.4757373929590866,0.0,1,1,1,1,1,1,1,1,11111,1
2008,D Salunkhe,8.235294117647058,51.0,70.0,31.25,2.6856240126382307,0.9174311926605504,3.0742204655248133,7.936507936507937,2,1,1,4,4,3,3,1,21133,3
2008,B Lee,6.545454545454546,18.857142857142858,20.571428571428573,35.29411764705883,6.8181818181818175,6.481481481481482,5.9186189889025895,8.125,2,2,2,3,3,2,3,2,22223,4
