year,bowler,economy,bowling_strike_rate,bowling_average,per_matches_played,per_balls_faced,per_out,per_runs,per_extras,F,run_1,out_1,str_rate1,bowl_avg1,eco_1,ext,bf,RFM_Segment_Concat,cluster
2017,S Aravind,8.463157894736844,38.0,53.6,76.92307692307693,12.632978723404255,6.329113924050633,13.893208916537066,9.615384615384617,3,4,2,4,4,3,3,3,34233,7
2011,R Ninan,10.833333333333336,12.0,21.66666666666667,12.5,1.8508997429305916,3.4482758620689653,2.7530707327403645,0.0,1,1,2,2,3,4,1,1,11241,2
2011,Shakib Al Hasan,6.3203883495145625,13.733333333333333,14.466666666666667,52.941176470588246,10.198019801980198,14.563106796116505,9.8681218735789,7.857142857142858,3,3,4,2,2,1,3,3,33413,6
2012,Shakib Al Hasan,6.450980392156862,18.0,19.352941176470583,56.52173913043478,11.082940963419052,12.142857142857142,10.41468819246597,10.179640718562874,3,3,3,3,2,2,3,3,33323,6
2014,Shakib Al Hasan,6.0,18.433333333333334,18.433333333333334,52.08333333333334,9.503351091252792,10.309278350515463,8.067104303428152,7.769423558897243,3,3,3,3,2,1,3,3,33313,6
2015,Shakib Al Hasan,6.7413127413127425,18.5,20.785714285714285,42.307692307692314,8.311938382541719,8.75,7.651853799631868,6.278026905829598,2,2,3,3,3,2,3,3,22323,4
2016,Shakib Al Hasan,7.25062034739454,20.15,24.35,78.0,14.29584959205392,12.903225806451614,14.221054168491749,8.192090395480225,3,4,3,3,3,2,3,4,34323,7
2017,Shakib Al Hasan,7.003278688524589,19.0625,22.25,33.33333333333333,5.820610687022902,5.734767025089606,5.338932213557288,3.532608695652174,2,2,2,3,3,2,2,2,22222,4
2018,Shakib Al Hasan,7.369911504424778,18.83333333333333,23.13333333333333,84.375,15.106951871657753,15.789473684210524,14.230059462784498,8.181818181818182,4,4,4,3,3,2,3,4,44423,8
2019,Shakib Al Hasan,7.578947368421053,28.5,36.0,38.23529411764706,7.0579494799405635,4.504504504504505,7.402837754472547,6.276150627615063,2,2,2,4,4,3,3,2,22233,4
2021,Shakib Al Hasan,8.1,30.0,40.5,42.857142857142854,7.033997655334115,5.263157894736842,7.323688969258589,0.0,2,2,2,4,4,3,1,2,22231,4
2013,Shakib Al Hasan,5.238095238095238,10.5,9.166666666666666,81.81818181818183,14.504988488104374,24.65753424657534,11.546536039188245,15.079365079365079,4,3,4,1,1,1,4,4,43414,8
2007,Shakib Al Hasan,6.466019417475728,17.166666666666668,18.5,71.42857142857143,12.68472906403941,16.216216216216218,10.957551826258637,15.789473684210524,3,3,4,3,2,2,4,3,33424,6
2008,Shakib Al Hasan,7.7142857142857135,14.0,18.0,100.0,20.095693779904302,25.0,17.940199335548172,0.0,4,4,4,2,2,3,1,4,44431,8
2009,Shakib Al Hasan,4.956521739130435,23.0,19.0,100.0,20.11661807580175,21.428571428571427,13.66906474820144,15.0,4,4,4,3,2,1,4,4,44414,8
2010,Shakib Al Hasan,6.7,15.0,16.75,100.0,20.27027027027027,40.0,17.63157894736842,16.666666666666664,4,4,4,2,2,2,4,4,44424,8
2011,PC Valthaty,7.469387755102041,21.0,26.142857142857146,64.28571428571429,9.210526315789473,8.641975308641975,8.966193042626164,6.0606060606060606,3,3,3,3,3,3,3,3,33333,6
2012,PC Valthaty,16.0,0.0,0.0,6.25,0.3107198342827551,0.0,0.6893580353295993,0.0,1,1,1,1,1,4,1,1,11141,1
2011,S Dhawan,5.5,12.0,11.0,14.285714285714285,0.7164179104477612,1.1904761904761905,0.5735140771637122,0.8403361344537815,1,1,1,2,1,1,1,1,11111,1
2012,S Dhawan,8.756756756756756,12.333333333333336,18.0,26.66666666666667,2.0385674931129474,3.6144578313253017,2.3570493234395458,5.263157894736842,2,1,2,2,2,4,2,1,21242,3
2011,J Syed Mohammad,8.307692307692307,18.2,25.2,31.25,4.67866323907455,5.747126436781608,5.336721728081321,1.3245033112582782,2,2,2,3,3,3,1,2,22231,4
2012,J Syed Mohammad,8.930232558139535,43.0,64.0,13.333333333333336,2.334419109663409,1.1235955056179776,2.6611226611226613,2.0,1,1,1,4,4,4,2,1,11142,1
2013,J Syed Mohammad,8.612903225806452,15.5,22.25,13.333333333333336,1.5942401645667268,2.13903743315508,1.8564872757613684,1.345291479820628,1,1,2,2,3,3,1,1,11231,2
2011,VR Aaron,6.0,38.5,38.5,21.428571428571427,4.761904761904762,2.8571428571428568,3.840399002493765,4.724409448818896,1,2,2,4,4,1,2,2,12212,2
2012,VR Aaron,8.25,21.33333333333333,29.33333333333333,44.444444444444436,9.001406469760902,8.91089108910891,10.026585643752377,13.392857142857142,2,3,3,3,3,3,4,3,23334,5
2014,VR Aaron,7.008403361344539,14.875,17.375,71.42857142857143,14.192009540846753,21.917808219178077,13.714849531327085,22.794117647058826,3,4,4,2,2,2,4,4,34424,7
2015,VR Aaron,8.707964601769913,28.25,41.0,31.25,6.479357798165138,3.636363636363636,7.275953859804791,12.307692307692307,2,2,2,4,4,4,3,2,22243,4
2016,VR Aaron,8.283870967741938,77.5,107.0,50.0,8.006198347107437,2.0202020202020203,8.379013312451058,9.554140127388537,2,3,1,4,4,3,3,3,23133,5
2017,VR Aaron,7.162790697674419,18.428571428571427,22.0,42.857142857142854,7.987616099071207,9.58904109589041,7.202993451824133,17.582417582417587,2,2,3,3,3,2,4,3,22324,4
2019,VR Aaron,9.243243243243242,18.5,28.5,35.714285714285715,4.725415070242656,5.5555555555555545,5.3097345132743365,13.084112149532707,2,2,2,3,3,4,4,2,22244,4
2020,VR Aaron,9.666666666666666,0.0,0.0,21.428571428571427,3.0998851894374284,0.0,3.6864406779661016,7.3770491803278695,1,2,1,1,1,4,3,1,12143,2
2011,NL McCullum,6.727272727272728,13.2,14.8,26.66666666666667,3.685092127303183,5.494505494505495,3.6507153428712384,0.9259259259259258,2,2,2,2,2,2,1,2,22221,4
2012,NL McCullum,6.419047619047619,26.25,28.08333333333333,48.64864864864865,6.874727193365342,5.741626794258371,5.992176386913228,4.642857142857143,2,2,2,4,3,2,2,2,22222,4
2015,NL McCullum,7.426008968609866,24.777777777777782,30.66666666666667,71.42857142857143,15.379310344827587,12.32876712328767,15.67291311754685,13.076923076923077,3,4,3,4,4,2,4,4,34324,7
2009,NL McCullum,6.534246575342466,12.166666666666664,13.25,75.0,11.002260738507912,14.814814814814813,9.912718204488776,0.0,3,3,4,2,2,2,1,3,33421,6
2010,NL McCullum,6.0,14.555555555555555,14.555555555555555,100.0,16.19283065512979,18.947368421052637,14.146868250539956,5.376344086021504,4,4,4,2,2,1,2,4,44412,8
2013,NL McCullum,9.6198347107438,40.333333333333336,64.66666666666667,100.0,17.95252225519288,9.090909090909092,19.836400817995912,4.545454545454546,4,4,3,4,4,4,2,4,44342,8
2014,NL McCullum,5.625,17.6,16.5,80.0,14.46179129005752,15.151515151515152,12.10564930300807,8.75,3,3,4,3,2,1,3,4,33413,6
2016,NL McCullum,5.387755102040817,12.25,11.0,15.0,2.064026958719461,2.8776978417266186,1.6206261510128914,2.2900763358778624,1,1,2,2,1,1,2,1,11212,2
2011,JE Taylor,7.475409836065574,20.33333333333333,25.33333333333333,38.46153846153847,7.7955271565495226,8.21917808219178,8.646188850967011,15.0,2,3,3,3,3,3,4,3,23334,5
2014,JE Taylor,6.817021276595745,18.076923076923077,20.53846153846154,100.0,19.982993197278915,22.033898305084747,20.319634703196343,41.333333333333336,4,4,4,3,3,2,4,4,44424,8
2015,JE Taylor,7.402877697841727,19.857142857142858,24.5,80.0,14.866310160427807,16.867469879518072,14.472573839662447,17.886178861788622,3,4,4,3,3,2,4,4,34424,7
2016,JE Taylor,7.063291139240508,19.75,23.25,55.00000000000001,10.34934497816594,10.909090909090908,9.714484679665741,23.07692307692308,3,3,3,3,3,2,4,3,33324,6
2017,JE Taylor,8.281437125748504,20.875,28.8125,75.0,14.937388193202148,14.285714285714285,17.093066370040788,20.103092783505154,3,4,4,3,3,3,4,4,34434,7
2019,JE Taylor,9.05511811023622,19.05,28.75,78.26086956521739,14.105886708626436,13.98601398601399,14.989572471324296,25.25773195876289,3,4,4,3,3,4,4,4,34444,7
2006,JE Taylor,9.157894736842106,9.5,14.5,100.0,15.2,25.0,25.0,20.0,4,4,4,1,2,4,4,4,44444,8
2007,JE Taylor,1.5789473684210529,3.8,1.0,20.0,3.3450704225352115,19.230769230769234,0.708215297450425,1.0989010989010992,1,1,4,1,1,1,1,2,11411,2
2008,JE Taylor,6.774193548387097,15.5,17.5,57.14285714285714,8.994197292069632,10.526315789473683,7.882882882882883,18.644067796610173,3,3,3,2,2,2,4,3,33324,6
2009,JE Taylor,8.071942446043165,19.857142857142858,26.714285714285715,75.0,14.054600606673407,12.5,15.928449744463375,16.049382716049386,3,4,3,3,3,3,4,4,34334,7
2010,JE Taylor,6.156521739130435,16.428571428571427,16.857142857142858,50.0,9.837467921300256,10.769230769230768,9.14020139426801,14.678899082568808,2,3,3,2,2,1,4,3,23314,5
2018,JE Taylor,8.501766784452297,11.791666666666664,16.708333333333332,40.0,8.08802515004287,12.972972972972975,8.410234899328858,8.8135593220339,2,3,3,2,2,3,3,3,23333,5
2011,KMDN Kulasekara,7.301204819277108,20.75,25.25,20.0,3.509513742071882,3.278688524590164,3.6820998906306963,3.4013605442176877,1,2,2,3,3,2,2,2,12222,2
2012,KMDN Kulasekara,5.34020618556701,17.11764705882353,15.235294117647056,32.55813953488372,5.6991774383078715,6.666666666666668,4.2542706964520365,9.226190476190476,2,2,2,3,2,1,3,2,22213,4
2008,KMDN Kulasekara,9.391304347826086,0.0,0.0,50.0,9.236947791164658,0.0,14.285714285714285,0.0,2,4,1,1,1,4,1,3,24141,5
2009,KMDN Kulasekara,9.475609756097562,18.222222222222218,28.777777777777782,53.846153846153854,10.432569974554706,10.112359550561797,13.674762407602953,2.6785714285714284,3,4,3,3,3,4,2,3,34342,7
2010,KMDN Kulasekara,4.761904761904762,12.6,10.0,33.33333333333333,6.389452332657203,9.090909090909092,4.775549188156638,5.357142857142857,2,2,3,2,1,1,2,2,22312,4
2013,KMDN Kulasekara,6.566037735849058,19.875,21.75,77.7777777777778,14.859813084112153,15.384615384615385,13.66849960722702,19.354838709677423,3,4,4,3,3,2,4,4,34424,7
2014,KMDN Kulasekara,6.306122448979592,14.0,14.714285714285715,81.81818181818183,16.44295302013423,16.867469879518072,17.682403433476395,27.02702702702703,4,4,4,2,2,1,4,4,44414,8
2015,KMDN Kulasekara,6.3461538461538485,0.0,0.0,50.0,10.483870967741936,0.0,8.396946564885496,12.19512195121951,2,3,1,1,1,1,3,3,23113,5
2016,KMDN Kulasekara,7.045871559633027,12.823529411764708,15.058823529411766,35.714285714285715,6.870469587141505,10.759493670886075,6.492518387014963,4.032258064516129,2,2,3,2,2,2,2,2,22322,4
2017,KMDN Kulasekara,7.978021978021977,15.166666666666664,20.166666666666668,53.33333333333334,10.24198086662915,13.79310344827586,10.471657291215925,11.965811965811966,3,3,4,2,2,3,3,3,33433,6
2011,P Parameswaran,8.288659793814432,24.25,33.5,35.714285714285715,6.0099132589838895,5.405405405405406,7.142857142857142,2.727272727272727,2,2,2,4,4,3,2,2,22232,4
2012,P Parameswaran,8.225806451612902,12.4,17.0,20.0,3.3659066232356136,5.617977528089887,3.5343035343035343,4.0,1,1,2,2,2,3,2,2,11232,2
2011,I Malhotra,23.0,0.0,0.0,7.142857142857142,0.3582089552238806,0.0,1.1991657977059436,0.0,1,1,1,1,1,4,1,1,11141,1
2011,B Chipli,20.0,0.0,0.0,7.142857142857142,0.3582089552238806,0.0,1.0427528675703857,0.0,1,1,1,1,1,4,1,1,11141,1
2011,B Kumar,5.91044776119403,22.33333333333333,22.0,30.76923076923077,4.281150159744409,4.10958904109589,3.7542662116040963,2.0,2,2,2,3,3,1,2,2,22212,4
2012,B Kumar,6.595890410958903,22.461538461538463,24.69230769230769,43.33333333333334,8.246258119175375,7.428571428571429,7.411683214038327,14.516129032258064,2,2,3,3,3,2,4,3,22324,4
2013,B Kumar,5.90625,24.0,23.625,100.0,18.75,17.777777777777782,14.549653579676676,31.147540983606557,4,4,4,4,3,1,4,4,44414,8
2014,B Kumar,6.027027027027027,17.076923076923073,17.153846153846153,95.23809523809523,17.845659163987136,21.311475409836067,14.494637634059151,19.379844961240316,4,4,4,3,2,1,4,4,44414,8
2015,B Kumar,7.031476997578692,19.666666666666668,23.04761904761905,100.0,20.195599022004885,21.0,19.085173501577287,25.806451612903228,4,4,4,3,3,2,4,4,44424,8
2016,B Kumar,6.722448979591836,17.5,19.607142857142858,52.631578947368425,10.816777041942604,11.067193675889328,10.563786800076967,14.53900709219858,3,3,3,3,2,2,4,3,33324,6
2017,B Kumar,6.716417910447762,13.794117647058822,15.441176470588234,77.7777777777778,15.43778801843318,19.428571428571427,13.801261829652994,18.33333333333333,3,4,4,2,2,2,4,4,34424,7
2018,B Kumar,6.772388059701491,22.33333333333333,25.20833333333333,44.230769230769226,8.248691905201602,6.593406593406594,7.564391097774442,6.735751295336788,2,2,2,3,3,2,3,3,22223,4
2019,B Kumar,7.411149825783973,24.956521739130434,30.82608695652174,53.33333333333334,10.068409051043677,8.394160583941606,9.90500139703828,11.29032258064516,3,3,3,4,4,2,3,3,33323,6
2020,B Kumar,6.545454545454546,17.6,19.2,26.66666666666667,4.853833425261997,5.319148936170213,4.391582799634035,4.166666666666666,2,2,2,3,2,2,2,2,22222,4
2021,B Kumar,7.246753246753247,33.0,39.857142857142854,90.9090909090909,17.447129909365554,11.475409836065571,16.34446397188049,18.348623853211013,4,4,3,4,4,2,4,4,44324,8
2011,AA Kazi,9.230769230769232,13.0,20.0,6.25,0.6683804627249357,1.1494252873563218,0.8470986869970349,0.6622516556291391,1,1,1,2,2,4,1,1,11141,1
2011,Anand Rajan,7.7142857142857135,7.0,9.0,14.285714285714285,2.0895522388059704,5.952380952380952,2.346193952033368,4.201680672268908,1,1,2,1,1,3,2,1,11232,2
2012,Anand Rajan,8.210526315789473,25.33333333333333,34.666666666666664,26.66666666666667,4.18732782369146,3.6144578313253017,4.539502400698384,7.894736842105262,2,2,2,4,4,3,3,2,22233,4
2013,Anand Rajan,4.588235294117646,25.5,19.5,12.5,2.660406885758998,1.9417475728155336,1.8465909090909087,4.040404040404041,1,1,1,4,2,1,2,1,11112,1
2011,P Prasanth,18.0,0.0,0.0,7.142857142857142,0.3717472118959108,0.0,0.9594882729211088,0.0,1,1,1,1,1,4,1,1,11141,1
2011,Y Gnaneswara Rao,7.0,0.0,0.0,7.142857142857142,0.3717472118959108,0.0,0.3731343283582089,0.0,1,1,1,1,1,2,1,1,11121,1
2011,AA Chavan,5.4,0.0,0.0,15.384615384615385,2.054794520547945,0.0,1.5835777126099706,4.166666666666666,1,1,1,1,1,1,2,1,11112,1
2012,AA Chavan,8.165680473372781,24.142857142857146,32.857142857142854,50.0,8.797501301405518,7.608695652173914,10.217681030653043,9.933774834437086,2,3,3,4,4,3,3,3,23333,5
2013,AA Chavan,6.5357142857142865,56.0,61.0,16.666666666666664,2.567629527739569,0.8928571428571428,2.4847250509164973,1.162790697674419,1,1,1,4,4,2,1,1,11121,1
2011,S Rana,3.0,0.0,0.0,7.6923076923076925,0.25559105431309903,0.0,0.11376564277588168,0.0,1,1,1,1,1,1,1,1,11111,1
2014,S Rana,8.0,0.0,0.0,14.285714285714285,0.7155635062611807,0.0,0.7893438579181057,0.0,1,1,1,1,1,3,1,1,11131,1
2011,JP Faulkner,6.954545454545455,17.6,20.4,23.529411764705877,4.439959636730576,5.5555555555555545,4.117884537747274,6.25,1,2,2,3,3,2,3,2,12223,2
2012,JP Faulkner,7.375494071146245,11.5,14.136363636363635,30.555555555555557,5.864626796476588,9.821428571428571,6.175536139793488,6.093189964157706,2,2,3,1,2,2,3,2,22323,4
2013,JP Faulkner,6.602006688963209,13.288888888888891,14.622222222222224,86.20689655172413,17.263279445727484,25.568181818181817,15.874547647768395,19.607843137254907,4,4,4,2,2,2,4,4,44424,8
2014,JP Faulkner,7.830927835051547,17.321428571428573,22.607142857142854,62.16216216216216,10.847685081637216,11.965811965811966,11.993179234558545,13.846153846153848,3,3,3,3,3,3,4,3,33334,6
2015,JP Faulkner,7.245112781954888,15.465116279069766,18.67441860465116,52.54237288135593,8.882062241218113,10.141509433962264,8.698949192936842,8.60655737704918,3,3,3,2,2,2,3,3,33323,6
2016,JP Faulkner,8.639344262295081,19.263157894736842,27.73684210526316,57.14285714285714,8.603667136812412,9.547738693467336,9.512635379061374,9.126984126984127,3,3,3,3,3,3,3,3,33333,6
2017,JP Faulkner,8.019047619047619,18.529411764705888,24.764705882352942,55.17241379310346,9.01029748283753,10.059171597633137,9.112554112554115,9.523809523809524,3,3,3,3,3,3,3,3,33333,6
2018,JP Faulkner,7.290060851926977,14.93939393939394,18.151515151515152,68.42105263157895,10.507246376811594,13.253012048192772,9.856837255224619,10.394265232974911,3,3,4,2,2,2,3,3,33423,6
2019,JP Faulkner,7.751020408163264,14.411764705882351,18.61764705882353,88.46153846153845,16.17161716171617,19.540229885057467,16.965960868399893,13.559322033898303,4,4,4,2,2,3,4,4,44434,8
2020,JP Faulkner,7.367875647668394,16.083333333333332,19.75,56.25,10.005184033177812,11.881188118811881,9.221789883268483,16.666666666666664,3,3,3,2,2,2,4,3,33324,6
2011,SS Mundhe,4.285714285714286,7.0,5.0,7.142857142857142,0.4329004329004329,1.4285714285714286,0.2493765586034913,0.7874015748031495,1,1,1,1,1,1,1,1,11111,1
2011,RW Price,7.1694915254237275,39.333333333333336,47.0,25.0,5.019140791152702,2.564102564102564,5.162943976565361,8.292682926829269,1,2,2,4,4,2,3,2,12223,2
2010,RW Price,4.819672131147541,20.33333333333333,16.333333333333332,71.42857142857143,16.55359565807327,19.354838709677423,11.529411764705882,28.070175438596486,3,3,4,3,2,1,4,4,33414,6
2012,RW Price,7.7391304347826075,0.0,0.0,75.0,15.54054054054054,0.0,15.23972602739726,14.814814814814813,3,4,1,1,1,3,4,4,34134,7
2012,GJ Maxwell,6.2666666666666675,22.5,23.5,26.66666666666667,2.4558850281971982,2.1505376344086025,2.1709006928406467,3.459119496855346,2,1,2,3,3,1,2,1,21212,3
2013,GJ Maxwell,6.981818181818182,15.714285714285715,18.285714285714285,30.0,3.0795072788353863,3.7433155080213902,2.938475665748393,2.8112449799196786,2,1,2,2,2,2,2,1,21222,3
2014,GJ Maxwell,7.760252365930599,26.41666666666667,34.166666666666664,41.07142857142857,4.754762261886905,3.4090909090909087,5.001219809709685,5.530973451327434,2,2,2,4,4,3,2,2,22232,4
2015,GJ Maxwell,7.521367521367521,19.5,24.444444444444446,41.07142857142857,4.965341632479841,5.3731343283582085,4.8975957257346385,4.175365344467641,2,2,2,3,3,3,2,2,22232,4
2016,GJ Maxwell,8.345454545454546,36.66666666666666,51.0,60.60606060606061,5.544354838709676,3.1413612565445024,5.92563903950426,4.724409448818896,3,2,2,4,4,3,2,2,32232,6
2017,GJ Maxwell,7.082706766917293,19.0,22.428571428571423,45.83333333333333,4.707964601769913,5.343511450381679,4.345419319125381,1.1049723756906076,2,2,2,3,3,2,1,2,22221,4
2018,GJ Maxwell,7.608695652173912,17.25,21.875,54.54545454545454,5.3529868114817685,6.0606060606060606,5.20368718406185,2.4539877300613497,3,2,2,3,3,3,2,2,32232,6
2020,GJ Maxwell,7.635103926096997,28.86666666666667,36.73333333333333,72.5,9.265996148084742,5.791505791505792,9.251175285426461,5.079365079365079,3,3,2,4,4,3,2,3,33232,6
2021,GJ Maxwell,6.941176470588236,19.125,22.125,52.38095238095239,6.2653562653562656,5.882352941176469,5.552070263488081,3.7037037037037033,3,2,2,3,3,2,2,2,32222,6
2011,GJ Maxwell,9.5,0.0,0.0,100.0,9.836065573770492,0.0,11.60896130346232,4.166666666666666,4,3,1,1,1,4,2,3,43142,8
2019,GJ Maxwell,7.0736842105263165,25.90909090909091,30.54545454545455,67.85714285714286,8.828996282527884,5.7591623036649215,8.646423057128153,7.065217391304348,3,3,2,4,4,2,3,3,33223,6
2012,M de Lange,8.77310924369748,17.0,24.857142857142854,15.625,3.350225225225225,3.7634408602150535,4.44671607462305,6.0728744939271255,1,2,2,2,3,4,3,2,12243,2
2014,M de Lange,7.1764705882352935,17.0,20.33333333333333,8.0,1.7622667588113337,2.2222222222222223,1.6986911723753828,3.0303030303030303,1,1,2,2,2,2,2,1,11222,2
2015,M de Lange,7.2,20.3125,24.375,40.0,7.668711656441718,6.694560669456067,7.647058823529411,10.03584229390681,2,2,3,3,3,2,3,3,22323,4
2016,M de Lange,10.8,0.0,0.0,28.57142857142857,2.366863905325444,0.0,3.3994334277620397,2.3255813953488373,2,1,1,1,1,4,2,1,21142,3
2017,M de Lange,7.474048442906574,15.210526315789476,18.94736842105263,52.0,9.813242784380305,11.949685534591195,9.498680738786279,14.957264957264956,3,3,3,2,2,3,4,3,33334,6
2019,M de Lange,8.382775119617225,16.076923076923073,22.461538461538463,44.0,7.493725349587665,8.724832214765101,7.930472569255838,8.98876404494382,2,3,3,2,3,3,3,2,23333,5
2020,M de Lange,7.0588235294117645,22.66666666666667,26.66666666666667,77.7777777777778,12.915479582146249,11.320754716981131,12.336160370084812,36.206896551724135,3,3,3,3,3,2,4,3,33324,6
2012,KK Cooper,6.805369127516779,14.9,16.9,37.5,7.756376887038001,10.869565217391305,7.507774322523322,11.920529801324506,2,2,3,2,2,2,3,3,22323,4
2013,KK Cooper,7.011904761904763,16.258064516129032,19.0,80.76923076923076,16.519174041297937,19.871794871794872,17.508917954815693,17.142857142857142,4,4,4,2,2,2,4,4,44424,8
2014,KK Cooper,7.0555555555555545,19.058823529411768,22.411764705882355,60.86956521739131,11.187845303867405,11.409395973154364,11.182858820076316,11.637931034482758,3,3,3,3,3,2,3,3,33323,6
2015,KK Cooper,7.477386934673368,15.307692307692307,19.076923076923077,92.30769230769229,14.014084507042256,14.130434782608695,15.280345040049292,15.492957746478872,4,4,4,2,2,3,4,4,44434,8
2016,KK Cooper,8.775401069518718,15.583333333333336,22.79166666666667,90.0,15.609348914858096,21.428571428571427,18.005266622778144,16.417910447761194,4,4,4,2,3,4,4,4,44444,8
2017,KK Cooper,6.703703703703702,12.461538461538463,13.923076923076925,69.23076923076923,10.233733417561591,14.444444444444445,10.15712682379349,4.0,3,3,4,2,2,2,2,3,33422,6
2018,KK Cooper,9.75,12.8,20.8,30.76923076923077,4.0842373962986604,5.5555555555555545,5.399792315680166,4.918032786885246,2,2,2,2,3,4,2,2,22242,4
2012,MN Samuels,7.2082379862700225,17.48,21.0,61.111111111111114,10.07841328413284,12.31527093596059,10.101981912641907,6.177606177606178,3,3,3,3,3,2,3,3,33323,6
2013,MN Samuels,5.9271255060728745,14.529411764705882,14.352941176470587,32.35294117647059,5.9705100314237365,8.095238095238095,5.0020500205002065,0.7326007326007326,2,2,3,2,2,1,1,2,22311,4
2017,MN Samuels,8.114754098360656,30.5,41.25,29.411764705882355,3.1655422937208098,2.094240837696335,3.4133223003723625,0.641025641025641,2,1,2,4,4,3,1,1,21231,3
2014,MN Samuels,6.725978647686832,35.125,39.375,77.27272727272727,11.24,5.925925925925927,11.091549295774648,2.6490066225165565,3,3,2,4,4,2,2,3,33222,6
2015,MN Samuels,9.636363636363637,0.0,0.0,20.0,1.9009216589861757,0.0,2.4123805188893948,0.0,1,1,1,1,1,4,1,1,11141,1
2007,MN Samuels,11.236363636363638,27.5,51.5,60.0,9.683098591549296,7.6923076923076925,14.589235127478752,6.593406593406594,3,4,3,4,4,4,3,3,34343,7
2008,MN Samuels,8.0,18.0,24.0,33.33333333333333,5.7324840764331215,5.5555555555555545,6.185567010309278,0.0,2,2,2,3,3,3,1,2,22231,4
2011,MN Samuels,3.5,12.0,7.0,20.0,4.137931034482759,6.25,2.280130293159609,0.0,1,1,2,2,1,1,1,2,11211,1
2018,MN Samuels,14.0,0.0,0.0,7.142857142857142,0.17835909631391197,0.0,0.3119429590017825,0.0,1,1,1,1,1,4,1,1,11141,1
2012,Ankit Sharma,6.653061224489796,36.75,40.75,60.0,8.099173553719009,4.819277108433735,7.114797031863816,3.5087719298245608,3,2,2,4,4,2,2,3,32222,6
2013,Ankit Sharma,8.5,0.0,0.0,6.666666666666668,0.6403415154749199,0.0,0.7337073802330601,0.0,1,1,1,1,1,3,1,1,11131,1
2014,Ankit Sharma,5.375,12.0,10.75,14.285714285714285,2.681564245810056,4.49438202247191,1.9706691109074244,0.7462686567164178,1,1,2,2,1,1,1,1,11211,1
2015,Ankit Sharma,7.534883720930233,28.66666666666667,36.0,30.76923076923077,4.968226458694397,4.10958904109589,4.83654276757725,4.285714285714286,2,2,2,4,4,3,2,2,22232,4
2016,Ankit Sharma,6.685714285714287,70.0,78.0,21.428571428571427,4.3343653250774,1.3157894736842104,3.890274314214464,5.5555555555555545,1,2,1,4,4,2,2,2,12122,2
2017,Ankit Sharma,16.0,0.0,0.0,6.25,0.3112033195020747,0.0,0.6881720430107527,0.0,1,1,1,1,1,4,1,1,11141,1
2018,Ankit Sharma,11.0,0.0,0.0,6.666666666666668,0.3527336860670194,0.0,0.484368119771026,0.0,1,1,1,1,1,4,1,1,11141,1
2012,DJ Harris,9.677419354838712,0.0,0.0,12.903225806451614,0.8190224570673712,0.0,1.0838933448948622,0.4032258064516129,1,1,1,1,1,4,1,1,11141,1
2012,TP Sudhindra,10.702702702702704,74.0,132.0,20.0,4.077134986225896,1.2048192771084338,5.761676123963334,4.385964912280701,1,2,1,4,4,4,2,2,12142,2
2012,F du Plessis,8.142857142857142,0.0,0.0,9.090909090909092,0.3857812069440617,0.0,0.4582730342498794,0.0,1,1,1,1,1,3,1,1,11131,1
2012,DAJ Bracewell,9.469565217391304,15.333333333333336,24.2,27.27272727272727,4.190962099125365,5.813953488372092,5.254777070063693,5.3156146179402,2,2,2,2,3,4,2,2,22242,4
2011,DAJ Bracewell,6.25,8.0,8.333333333333334,100.0,21.238938053097343,33.33333333333333,18.587360594795534,12.5,4,4,4,1,1,1,3,4,44413,8
2015,DAJ Bracewell,5.666666666666668,18.0,17.0,25.0,3.734439834024896,3.7037037037037033,2.9720279720279716,2.9411764705882346,1,1,2,3,2,1,2,2,11212,2
2017,DAJ Bracewell,9.6,12.5,20.0,15.384615384615385,1.6589250165892502,2.3529411764705883,1.9950124688279298,2.7777777777777777,1,1,2,2,2,4,2,1,11242,2
2019,DAJ Bracewell,6.9921259842519685,21.166666666666668,24.66666666666667,23.07692307692308,4.073123797305965,3.2432432432432434,3.543212832176202,2.898550724637681,1,1,2,3,3,2,2,2,11222,2
2018,DAJ Bracewell,8.210526315789473,19.0,26.0,22.222222222222218,4.1259500542888174,3.4482758620689653,4.475043029259896,6.666666666666668,1,2,2,3,3,3,3,2,12233,2
2020,DAJ Bracewell,8.059701492537314,16.75,22.5,42.857142857142854,7.966706302021404,8.333333333333332,8.196721311475411,4.878048780487805,2,3,3,2,3,3,2,3,23332,5
2021,DAJ Bracewell,8.379310344827585,14.5,20.25,100.0,18.56990394877268,25.0,19.393455706304874,20.0,4,4,4,2,2,3,4,4,44434,8
2012,HV Patel,8.120481927710843,27.66666666666667,37.444444444444436,73.33333333333333,13.517915309446256,10.112359550561797,14.012474012474014,15.0,3,4,3,4,4,3,4,4,34334,7
2014,HV Patel,9.04225352112676,17.75,26.75,21.428571428571427,4.233750745378654,5.479452054794519,5.278737049827331,8.088235294117647,1,2,2,3,3,4,3,2,12243,2
2015,HV Patel,7.036764705882352,14.31578947368421,16.789473684210527,87.5,15.59633027522936,17.272727272727273,14.152617568766635,15.384615384615385,4,4,4,2,2,2,4,4,44424,8
2016,HV Patel,9.4,45.0,70.5,31.25,4.648760330578512,2.0202020202020203,5.520751761942051,3.8216560509554136,2,2,1,4,4,4,2,2,22142,4
